ONCENTER,,OFFCENTER
,,
"752,0,0",,"752,0,0"
,,
"753,2,5",,"753,-2,0"
,,
"753,0,0",,"753,0,0"
,,
"753,0,0",,"753,0,0"
,,
"753,0,0",,"753,0,0"
,,
"753,0,0",,"753,0,0"
,,
"753,0,0",,"753,0,0"
,,
"753,0,0",,"753,0,0"
,,
"753,0,0",,"753,0,0"
,,
"753,0,0",,"753,0,0"
,,
"754,2,5",,"754,-2,0"
,,
"754,0,0",,"754,0,0"
,,
"754,0,0",,"754,0,0"
,,
"754,0,0",,"754,0,0"
,,
"754,0,0",,"754,0,0"
,,
"754,0,0",,"754,0,0"
,,
"754,0,0",,"754,0,0"
,,
"754,0,0",,"754,0,0"
,,
"754,0,0",,"754,0,0"
,,
"755,2,5",,"755,-2,0"
,,
"755,1,6",,"755,-1,0"
,,
"755,0,0",,"755,0,0"
,,
"755,0,0",,"755,0,0"
,,
"755,0,0",,"755,0,0"
,,
"755,0,0",,"755,0,0"
,,
"755,0,0",,"755,0,0"
,,
"755,0,0",,"755,0,0"
,,
"755,0,0",,"755,0,0"
,,
"756,0,0",,"756,0,0"
,,
"756,0,0",,"756,0,0"
,,
"756,0,0",,"756,0,0"
,,
"756,0,0",,"756,0,0"
,,
"756,0,0",,"756,0,0"
,,
"756,0,0",,"756,0,0"
,,
"756,0,0",,"756,0,0"
,,
"756,0,0",,"756,0,0"
,,
"756,0,0",,"756,0,0"
,,
"757,0,0",,"757,0,0"
,,
"757,0,0",,"757,0,0"
,,
"757,0,0",,"757,0,0"
,,
"757,0,0",,"757,0,0"
,,
"757,0,0",,"757,0,0"
,,
"757,0,0",,"757,0,0"
,,
"757,0,0",,"757,0,0"
,,
"757,0,0",,"757,0,0"
,,
"757,0,0",,"757,0,0"
,,
"758,0,0",,"758,0,0"
,,
"758,0,0",,"758,0,0"
,,
"758,0,0",,"758,0,0"
,,
"758,0,0",,"758,0,0"
,,
"758,0,0",,"758,0,0"
,,
"758,0,0",,"758,0,0"
,,
"758,0,0",,"758,0,0"
,,
"758,0,0",,"758,0,0"
,,
"758,0,0",,"758,0,0"
,,
"759,0,0",,"759,0,0"
,,
"759,0,0",,"759,0,0"
,,
"759,0,0",,"759,0,0"
,,
"759,0,0",,"759,0,0"
,,
"759,0,0",,"759,0,0"
,,
"759,0,0",,"759,0,0"
,,
"759,0,0",,"759,0,0"
,,
"759,0,0",,"759,0,0"
,,
"759,0,0",,"759,0,0"
,,
"760,0,0",,"760,0,0"
,,
"760,0,0",,"760,0,0"
,,
"760,0,0",,"760,0,0"
,,
"760,0,0",,"760,0,0"
,,
"760,0,0",,"760,0,0"
,,
"760,0,0",,"760,0,0"
,,
"760,0,0",,"760,0,0"
,,
"760,0,0",,"760,0,0"
,,
"760,0,0",,"760,0,0"
,,
"761,1,6",,"761,-1,0"
,,
"761,0,0",,"761,0,0"
,,
"761,0,0",,"761,0,0"
,,
"761,0,0",,"761,0,0"
,,
"761,0,0",,"761,0,0"
,,
"761,0,0",,"761,0,0"
,,
"761,0,0",,"761,0,0"
,,
"761,0,0",,"761,0,0"
,,
"761,0,0",,"761,0,0"
,,
"762,-1,0",,"762,1,6"
,,
"762,2,5",,"762,-2,0"
,,
"762,0,0",,"762,0,0"
,,
"762,0,0",,"762,0,0"
,,
"762,0,0",,"762,0,0"
,,
"762,0,0",,"762,0,0"
,,
"762,0,0",,"762,0,0"
,,
"762,0,0",,"762,0,0"
,,
"762,0,0",,"762,0,0"
,,
"763,0,0",,"763,0,0"
,,
"763,0,0",,"763,0,0"
,,
"763,0,0",,"763,0,0"
,,
"763,0,0",,"763,0,0"
,,
"763,0,0",,"763,0,0"
,,
"763,0,0",,"763,0,0"
,,
"763,0,0",,"763,0,0"
,,
"763,0,0",,"763,0,0"
,,
"763,0,0",,"763,0,0"
,,
"764,0,0",,"764,0,0"
,,
"764,0,0",,"764,0,0"
,,
"764,0,0",,"764,0,0"
,,
"764,0,0",,"764,0,0"
,,
"764,0,0",,"764,0,0"
,,
"764,0,0",,"764,0,0"
,,
"764,0,0",,"764,0,0"
,,
"764,0,0",,"764,0,0"
,,
"764,0,0",,"764,0,0"
,,
"765,0,0",,"765,0,0"
,,
"765,0,0",,"765,0,0"
,,
"765,0,0",,"765,0,0"
,,
"765,0,0",,"765,0,0"
,,
"765,0,0",,"765,0,0"
,,
"765,0,0",,"765,0,0"
,,
"765,0,0",,"765,0,0"
,,
"765,0,0",,"765,0,0"
,,
"765,0,0",,"765,0,0"
,,
"766,0,0",,"766,0,0"
,,
"766,0,0",,"766,0,0"
,,
"766,0,0",,"766,0,0"
,,
"766,0,0",,"766,0,0"
,,
"766,0,0",,"766,0,0"
,,
"766,0,0",,"766,0,0"
,,
"766,0,0",,"766,0,0"
,,
"766,0,0",,"766,0,0"
,,
"766,0,0",,"766,0,0"
,,
"767,0,0",,"767,0,0"
,,
"767,0,0",,"767,0,0"
,,
"767,0,0",,"767,0,0"
,,
"767,0,0",,"767,0,0"
,,
"767,0,0",,"767,0,0"
,,
"767,0,0",,"767,0,0"
,,
"767,0,0",,"767,0,0"
,,
"767,0,0",,"767,0,0"
,,
"767,0,0",,"767,0,0"
,,
"768,1,6",,"768,-1,0"
,,
"768,0,0",,"768,0,0"
,,
"768,0,0",,"768,0,0"
,,
"768,0,0",,"768,0,0"
,,
"768,0,0",,"768,0,0"
,,
"768,0,0",,"768,0,0"
,,
"768,0,0",,"768,0,0"
,,
"768,0,0",,"768,0,0"
,,
"768,0,0",,"768,0,0"
,,
"769,0,0",,"769,0,0"
,,
"769,0,0",,"769,0,0"
,,
"769,0,0",,"769,0,0"
,,
"769,0,0",,"769,0,0"
,,
"769,0,0",,"769,0,0"
,,
"769,0,0",,"769,0,0"
,,
"769,0,0",,"769,0,0"
,,
"769,0,0",,"769,0,0"
,,
"769,0,0",,"769,0,0"
,,
"770,0,0",,"770,0,0"
,,
"770,0,0",,"770,0,0"
,,
"770,0,0",,"770,0,0"
,,
"770,0,0",,"770,0,0"
,,
"770,0,0",,"770,0,0"
,,
"770,0,0",,"770,0,0"
,,
"770,0,0",,"770,0,0"
,,
"770,0,0",,"770,0,0"
,,
"770,0,0",,"770,0,0"
,,
"771,0,0",,"771,0,0"
,,
"771,0,0",,"771,0,0"
,,
"771,0,0",,"771,0,0"
,,
"771,0,0",,"771,0,0"
,,
"771,0,0",,"771,0,0"
,,
"771,0,0",,"771,0,0"
,,
"771,0,0",,"771,0,0"
,,
"771,0,0",,"771,0,0"
,,
"771,0,0",,"771,0,0"
,,
"772,1,6",,"772,-1,0"
,,
"772,0,0",,"772,0,0"
,,
"772,0,0",,"772,0,0"
,,
"772,0,0",,"772,0,0"
,,
"772,0,0",,"772,0,0"
,,
"772,0,0",,"772,0,0"
,,
"772,0,0",,"772,0,0"
,,
"772,0,0",,"772,0,0"
,,
"772,0,0",,"772,0,0"
,,
"773,0,0",,"773,0,0"
,,
"773,0,0",,"773,0,0"
,,
"773,0,0",,"773,0,0"
,,
"773,0,0",,"773,0,0"
,,
"773,0,0",,"773,0,0"
,,
"773,0,0",,"773,0,0"
,,
"773,0,0",,"773,0,0"
,,
"773,0,0",,"773,0,0"
,,
"773,0,0",,"773,0,0"
,,
"774,0,0",,"774,0,0"
,,
"774,1,6",,"774,-1,0"
,,
"774,0,0",,"774,0,0"
,,
"774,0,0",,"774,0,0"
,,
"774,0,0",,"774,0,0"
,,
"774,0,0",,"774,0,0"
,,
"774,0,0",,"774,0,0"
,,
"774,0,0",,"774,0,0"
,,
"774,0,0",,"774,0,0"
,,
"775,0,0",,"775,0,0"
,,
"775,0,0",,"775,0,0"
,,
"775,0,0",,"775,0,0"
,,
"775,0,0",,"775,0,0"
,,
"775,0,0",,"775,0,0"
,,
"775,0,0",,"775,0,0"
,,
"775,0,0",,"775,0,0"
,,
"775,0,0",,"775,0,0"
,,
"775,0,0",,"775,0,0"
,,
"776,0,0",,"776,0,0"
,,
"776,0,0",,"776,0,0"
,,
"776,0,0",,"776,0,0"
,,
"776,0,0",,"776,0,0"
,,
"776,0,0",,"776,0,0"
,,
"776,0,0",,"776,0,0"
,,
"776,0,0",,"776,0,0"
,,
"776,0,0",,"776,0,0"
,,
"776,0,0",,"776,0,0"
,,
"777,0,0",,"777,0,0"
,,
"777,0,0",,"777,0,0"
,,
"777,0,0",,"777,0,0"
,,
"777,0,0",,"777,0,0"
,,
"777,0,0",,"777,0,0"
,,
"777,0,0",,"777,0,0"
,,
"777,0,0",,"777,0,0"
,,
"777,0,0",,"777,0,0"
,,
"777,0,0",,"777,0,0"
,,
"778,0,0",,"778,0,0"
,,
"778,0,0",,"778,0,0"
,,
"778,0,0",,"778,0,0"
,,
"778,0,0",,"778,0,0"
,,
"778,0,0",,"778,0,0"
,,
"778,0,0",,"778,0,0"
,,
"778,0,0",,"778,0,0"
,,
"778,0,0",,"778,0,0"
,,
"778,0,0",,"778,0,0"
,,
"779,0,0",,"779,0,0"
,,
"779,0,0",,"779,0,0"
,,
"779,0,0",,"779,0,0"
,,
"779,0,0",,"779,0,0"
,,
"779,0,0",,"779,0,0"
,,
"779,0,0",,"779,0,0"
,,
"779,0,0",,"779,0,0"
,,
"779,0,0",,"779,0,0"
,,
"779,0,0",,"779,0,0"
,,
"780,1,6",,"780,-1,0"
,,
"780,0,0",,"780,0,0"
,,
"780,0,0",,"780,0,0"
,,
"780,0,0",,"780,0,0"
,,
"780,0,0",,"780,0,0"
,,
"780,0,0",,"780,0,0"
,,
"780,0,0",,"780,0,0"
,,
"780,0,0",,"780,0,0"
,,
"780,0,0",,"780,0,0"
,,
"781,0,0",,"781,0,0"
,,
"781,0,0",,"781,0,0"
,,
"781,0,0",,"781,0,0"
,,
"781,0,0",,"781,0,0"
,,
"781,0,0",,"781,0,0"
,,
"781,0,0",,"781,0,0"
,,
"781,0,0",,"781,0,0"
,,
"781,0,0",,"781,0,0"
,,
"781,0,0",,"781,0,0"
,,
"782,0,0",,"782,0,0"
,,
"782,0,0",,"782,0,0"
,,
"782,0,0",,"782,0,0"
,,
"782,0,0",,"782,0,0"
,,
"782,0,0",,"782,0,0"
,,
"782,0,0",,"782,0,0"
,,
"782,0,0",,"782,0,0"
,,
"782,0,0",,"782,0,0"
,,
"782,0,0",,"782,0,0"
,,
"783,1,6",,"783,-1,0"
,,
"783,0,0",,"783,0,0"
,,
"783,0,0",,"783,0,0"
,,
"783,0,0",,"783,0,0"
,,
"783,0,0",,"783,0,0"
,,
"783,0,0",,"783,0,0"
,,
"783,0,0",,"783,0,0"
,,
"783,0,0",,"783,0,0"
,,
"783,0,0",,"783,0,0"
,,
"784,0,0",,"784,0,0"
,,
"784,0,0",,"784,0,0"
,,
"784,0,0",,"784,0,0"
,,
"784,0,0",,"784,0,0"
,,
"784,0,0",,"784,0,0"
,,
"784,0,0",,"784,0,0"
,,
"784,0,0",,"784,0,0"
,,
"784,0,0",,"784,0,0"
,,
"784,0,0",,"784,0,0"
,,
"785,0,0",,"785,0,0"
,,
"785,1,6",,"785,-1,0"
,,
"785,0,0",,"785,0,0"
,,
"785,0,0",,"785,0,0"
,,
"785,0,0",,"785,0,0"
,,
"785,0,0",,"785,0,0"
,,
"785,0,0",,"785,0,0"
,,
"785,0,0",,"785,0,0"
,,
"785,0,0",,"785,0,0"
,,
"786,0,0",,"786,0,0"
,,
"786,0,0",,"786,0,0"
,,
"786,0,0",,"786,0,0"
,,
"786,0,0",,"786,0,0"
,,
"786,0,0",,"786,0,0"
,,
"786,0,0",,"786,0,0"
,,
"786,0,0",,"786,0,0"
,,
"786,0,0",,"786,0,0"
,,
"786,0,0",,"786,0,0"
,,
"787,1,6",,"787,-1,0"
,,
"787,0,0",,"787,0,0"
,,
"787,0,0",,"787,0,0"
,,
"787,0,0",,"787,0,0"
,,
"787,0,0",,"787,0,0"
,,
"787,0,0",,"787,0,0"
,,
"787,0,0",,"787,0,0"
,,
"787,0,0",,"787,0,0"
,,
"787,0,0",,"787,0,0"
,,
"788,0,0",,"788,0,0"
,,
"788,0,0",,"788,0,0"
,,
"788,0,0",,"788,0,0"
,,
"788,0,0",,"788,0,0"
,,
"788,0,0",,"788,0,0"
,,
"788,0,0",,"788,0,0"
,,
"788,0,0",,"788,0,0"
,,
"788,0,0",,"788,0,0"
,,
"788,0,0",,"788,0,0"
,,
"789,-1,0",,"789,1,6"
,,
"789,1,6",,"789,-1,0"
,,
"789,0,0",,"789,0,0"
,,
"789,0,0",,"789,0,0"
,,
"789,0,0",,"789,0,0"
,,
"789,0,0",,"789,0,0"
,,
"789,0,0",,"789,0,0"
,,
"789,0,0",,"789,0,0"
,,
"789,0,0",,"789,0,0"
,,
"790,1,6",,"790,-1,0"
,,
"790,1,6",,"790,-1,0"
,,
"790,0,0",,"790,0,0"
,,
"790,0,0",,"790,0,0"
,,
"790,0,0",,"790,0,0"
,,
"790,0,0",,"790,0,0"
,,
"790,0,0",,"790,0,0"
,,
"790,0,0",,"790,0,0"
,,
"790,0,0",,"790,0,0"
,,
"791,2,5",,"791,-2,0"
,,
"791,0,0",,"791,0,0"
,,
"791,0,0",,"791,0,0"
,,
"791,0,0",,"791,0,0"
,,
"791,0,0",,"791,0,0"
,,
"791,0,0",,"791,0,0"
,,
"791,0,0",,"791,0,0"
,,
"791,0,0",,"791,0,0"
,,
"791,0,0",,"791,0,0"
,,
"792,0,0",,"792,0,0"
,,
"792,0,0",,"792,0,0"
,,
"792,0,0",,"792,0,0"
,,
"792,0,0",,"792,0,0"
,,
"792,0,0",,"792,0,0"
,,
"792,0,0",,"792,0,0"
,,
"792,0,0",,"792,0,0"
,,
"792,0,0",,"792,0,0"
,,
"792,0,0",,"792,0,0"
,,
"793,0,0",,"793,0,0"
,,
"793,0,0",,"793,0,0"
,,
"793,0,0",,"793,0,0"
,,
"793,0,0",,"793,0,0"
,,
"793,0,0",,"793,0,0"
,,
"793,0,0",,"793,0,0"
,,
"793,0,0",,"793,0,0"
,,
"793,0,0",,"793,0,0"
,,
"793,0,0",,"793,0,0"
,,
"794,2,5",,"794,-2,0"
,,
"794,0,0",,"794,0,0"
,,
"794,0,0",,"794,0,0"
,,
"794,0,0",,"794,0,0"
,,
"794,0,0",,"794,0,0"
,,
"794,0,0",,"794,0,0"
,,
"794,0,0",,"794,0,0"
,,
"794,0,0",,"794,0,0"
,,
"794,0,0",,"794,0,0"
,,
"795,1,6",,"795,-1,0"
,,
"795,0,0",,"795,0,0"
,,
"795,0,0",,"795,0,0"
,,
"795,0,0",,"795,0,0"
,,
"795,0,0",,"795,0,0"
,,
"795,0,0",,"795,0,0"
,,
"795,0,0",,"795,0,0"
,,
"795,0,0",,"795,0,0"
,,
"795,0,0",,"795,0,0"
,,
"796,0,0",,"796,0,0"
,,
"796,0,0",,"796,0,0"
,,
"796,0,0",,"796,0,0"
,,
"796,0,0",,"796,0,0"
,,
"796,0,0",,"796,0,0"
,,
"796,0,0",,"796,0,0"
,,
"796,0,0",,"796,0,0"
,,
"796,0,0",,"796,0,0"
,,
"796,0,0",,"796,0,0"
,,
"797,0,0",,"797,0,0"
,,
"797,0,0",,"797,0,0"
,,
"797,0,0",,"797,0,0"
,,
"797,0,0",,"797,0,0"
,,
"797,0,0",,"797,0,0"
,,
"797,0,0",,"797,0,0"
,,
"797,0,0",,"797,0,0"
,,
"797,0,0",,"797,0,0"
,,
"797,0,0",,"797,0,0"
,,
"798,0,0",,"798,0,0"
,,
"798,0,0",,"798,0,0"
,,
"798,0,0",,"798,0,0"
,,
"798,0,0",,"798,0,0"
,,
"798,0,0",,"798,0,0"
,,
"798,0,0",,"798,0,0"
,,
"798,0,0",,"798,0,0"
,,
"798,0,0",,"798,0,0"
,,
"798,0,0",,"798,0,0"
,,
"799,0,0",,"799,0,0"
,,
"799,1,6",,"799,-1,0"
,,
"799,0,0",,"799,0,0"
,,
"799,0,0",,"799,0,0"
,,
"799,0,0",,"799,0,0"
,,
"799,0,0",,"799,0,0"
,,
"799,0,0",,"799,0,0"
,,
"799,0,0",,"799,0,0"
,,
"799,0,0",,"799,0,0"
,,
"800,-2,0",,"800,2,5"
,,
"800,3,4",,"800,-3,0"
,,
"800,1,6",,"800,-1,0"
,,
"800,0,0",,"800,0,0"
,,
"800,0,0",,"800,0,0"
,,
"800,0,0",,"800,0,0"
,,
"800,0,0",,"800,0,0"
,,
"800,0,0",,"800,0,0"
,,
"800,0,0",,"800,0,0"
,,
"801,2,5",,"801,-2,0"
,,
"801,0,0",,"801,0,0"
,,
"801,0,0",,"801,0,0"
,,
"801,0,0",,"801,0,0"
,,
"801,0,0",,"801,0,0"
,,
"801,0,0",,"801,0,0"
,,
"801,0,0",,"801,0,0"
,,
"801,0,0",,"801,0,0"
,,
"801,0,0",,"801,0,0"
,,
"802,1,6",,"802,-1,0"
,,
"802,0,0",,"802,0,0"
,,
"802,0,0",,"802,0,0"
,,
"802,0,0",,"802,0,0"
,,
"802,0,0",,"802,0,0"
,,
"802,0,0",,"802,0,0"
,,
"802,0,0",,"802,0,0"
,,
"802,0,0",,"802,0,0"
,,
"802,0,0",,"802,0,0"
,,
"803,0,0",,"803,0,0"
,,
"803,0,0",,"803,0,0"
,,
"803,0,0",,"803,0,0"
,,
"803,0,0",,"803,0,0"
,,
"803,0,0",,"803,0,0"
,,
"803,0,0",,"803,0,0"
,,
"803,0,0",,"803,0,0"
,,
"803,0,0",,"803,0,0"
,,
"803,0,0",,"803,0,0"
,,
"804,0,0",,"804,0,0"
,,
"804,0,0",,"804,0,0"
,,
"804,0,0",,"804,0,0"
,,
"804,0,0",,"804,0,0"
,,
"804,0,0",,"804,0,0"
,,
"804,0,0",,"804,0,0"
,,
"804,0,0",,"804,0,0"
,,
"804,0,0",,"804,0,0"
,,
"804,0,0",,"804,0,0"
,,
"805,0,0",,"805,0,0"
,,
"805,0,0",,"805,0,0"
,,
"805,0,0",,"805,0,0"
,,
"805,0,0",,"805,0,0"
,,
"805,0,0",,"805,0,0"
,,
"805,0,0",,"805,0,0"
,,
"805,0,0",,"805,0,0"
,,
"805,0,0",,"805,0,0"
,,
"805,0,0",,"805,0,0"
,,
"806,-2,0",,"806,2,5"
,,
"806,-2,0",,"806,2,5"
,,
"806,-3,0",,"806,3,4"
,,
"806,0,0",,"806,0,0"
,,
"806,0,0",,"806,0,0"
,,
"806,0,0",,"806,0,0"
,,
"806,0,0",,"806,0,0"
,,
"806,0,0",,"806,0,0"
,,
"806,0,0",,"806,0,0"
,,
"807,0,0",,"807,0,0"
,,
"807,0,0",,"807,0,0"
,,
"807,0,0",,"807,0,0"
,,
"807,0,0",,"807,0,0"
,,
"807,0,0",,"807,0,0"
,,
"807,0,0",,"807,0,0"
,,
"807,0,0",,"807,0,0"
,,
"807,0,0",,"807,0,0"
,,
"807,0,0",,"807,0,0"
,,
"808,1,6",,"808,-1,0"
,,
"808,0,0",,"808,0,0"
,,
"808,0,0",,"808,0,0"
,,
"808,0,0",,"808,0,0"
,,
"808,0,0",,"808,0,0"
,,
"808,0,0",,"808,0,0"
,,
"808,0,0",,"808,0,0"
,,
"808,0,0",,"808,0,0"
,,
"808,0,0",,"808,0,0"
,,
"809,0,0",,"809,0,0"
,,
"809,0,0",,"809,0,0"
,,
"809,0,0",,"809,0,0"
,,
"809,0,0",,"809,0,0"
,,
"809,0,0",,"809,0,0"
,,
"809,0,0",,"809,0,0"
,,
"809,0,0",,"809,0,0"
,,
"809,0,0",,"809,0,0"
,,
"809,0,0",,"809,0,0"
,,
"810,0,0",,"810,0,0"
,,
"810,-3,0",,"810,3,4"
,,
"810,2,5",,"810,-2,0"
,,
"810,0,0",,"810,0,0"
,,
"810,0,0",,"810,0,0"
,,
"810,0,0",,"810,0,0"
,,
"810,0,0",,"810,0,0"
,,
"810,0,0",,"810,0,0"
,,
"810,0,0",,"810,0,0"
,,
"811,0,0",,"811,0,0"
,,
"811,0,0",,"811,0,0"
,,
"811,0,0",,"811,0,0"
,,
"811,0,0",,"811,0,0"
,,
"811,0,0",,"811,0,0"
,,
"811,0,0",,"811,0,0"
,,
"811,0,0",,"811,0,0"
,,
"811,0,0",,"811,0,0"
,,
"811,0,0",,"811,0,0"
,,
"812,0,0",,"812,0,0"
,,
"812,0,0",,"812,0,0"
,,
"812,0,0",,"812,0,0"
,,
"812,0,0",,"812,0,0"
,,
"812,0,0",,"812,0,0"
,,
"812,0,0",,"812,0,0"
,,
"812,0,0",,"812,0,0"
,,
"812,0,0",,"812,0,0"
,,
"812,0,0",,"812,0,0"
,,
"813,0,0",,"813,0,0"
,,
"813,0,0",,"813,0,0"
,,
"813,0,0",,"813,0,0"
,,
"813,0,0",,"813,0,0"
,,
"813,0,0",,"813,0,0"
,,
"813,0,0",,"813,0,0"
,,
"813,0,0",,"813,0,0"
,,
"813,0,0",,"813,0,0"
,,
"813,0,0",,"813,0,0"
,,
"814,2,5",,"814,-2,0"
,,
"814,0,0",,"814,0,0"
,,
"814,0,0",,"814,0,0"
,,
"814,0,0",,"814,0,0"
,,
"814,0,0",,"814,0,0"
,,
"814,0,0",,"814,0,0"
,,
"814,0,0",,"814,0,0"
,,
"814,0,0",,"814,0,0"
,,
"814,0,0",,"814,0,0"
,,
"815,1,6",,"815,-1,0"
,,
"815,1,6",,"815,-1,0"
,,
"815,0,0",,"815,0,0"
,,
"815,0,0",,"815,0,0"
,,
"815,0,0",,"815,0,0"
,,
"815,0,0",,"815,0,0"
,,
"815,0,0",,"815,0,0"
,,
"815,0,0",,"815,0,0"
,,
"815,0,0",,"815,0,0"
,,
"816,0,0",,"816,0,0"
,,
"816,0,0",,"816,0,0"
,,
"816,0,0",,"816,0,0"
,,
"816,0,0",,"816,0,0"
,,
"816,0,0",,"816,0,0"
,,
"816,0,0",,"816,0,0"
,,
"816,0,0",,"816,0,0"
,,
"816,0,0",,"816,0,0"
,,
"816,0,0",,"816,0,0"
,,
"817,2,5",,"817,-2,0"
,,
"817,0,0",,"817,0,0"
,,
"817,0,0",,"817,0,0"
,,
"817,0,0",,"817,0,0"
,,
"817,0,0",,"817,0,0"
,,
"817,0,0",,"817,0,0"
,,
"817,0,0",,"817,0,0"
,,
"817,0,0",,"817,0,0"
,,
"817,0,0",,"817,0,0"
,,
"818,0,0",,"818,0,0"
,,
"818,0,0",,"818,0,0"
,,
"818,0,0",,"818,0,0"
,,
"818,0,0",,"818,0,0"
,,
"818,0,0",,"818,0,0"
,,
"818,0,0",,"818,0,0"
,,
"818,0,0",,"818,0,0"
,,
"818,0,0",,"818,0,0"
,,
"818,0,0",,"818,0,0"
,,
"819,0,0",,"819,0,0"
,,
"819,0,0",,"819,0,0"
,,
"819,0,0",,"819,0,0"
,,
"819,0,0",,"819,0,0"
,,
"819,0,0",,"819,0,0"
,,
"819,0,0",,"819,0,0"
,,
"819,0,0",,"819,0,0"
,,
"819,0,0",,"819,0,0"
,,
"819,0,0",,"819,0,0"
,,
"820,0,0",,"820,0,0"
,,
"820,0,0",,"820,0,0"
,,
"820,0,0",,"820,0,0"
,,
"820,0,0",,"820,0,0"
,,
"820,0,0",,"820,0,0"
,,
"820,0,0",,"820,0,0"
,,
"820,0,0",,"820,0,0"
,,
"820,0,0",,"820,0,0"
,,
"820,0,0",,"820,0,0"
,,
"821,0,0",,"821,0,0"
,,
"821,0,0",,"821,0,0"
,,
"821,0,0",,"821,0,0"
,,
"821,0,0",,"821,0,0"
,,
"821,0,0",,"821,0,0"
,,
"821,0,0",,"821,0,0"
,,
"821,0,0",,"821,0,0"
,,
"821,0,0",,"821,0,0"
,,
"821,0,0",,"821,0,0"
,,
"822,3,4",,"822,-3,0"
,,
"822,3,4",,"822,-3,0"
,,
"822,3,4",,"822,-3,0"
,,
"822,0,0",,"822,0,0"
,,
"822,0,0",,"822,0,0"
,,
"822,0,0",,"822,0,0"
,,
"822,0,0",,"822,0,0"
,,
"822,0,0",,"822,0,0"
,,
"822,0,0",,"822,0,0"
,,
"823,0,0",,"823,0,0"
,,
"823,0,0",,"823,0,0"
,,
"823,0,0",,"823,0,0"
,,
"823,0,0",,"823,0,0"
,,
"823,0,0",,"823,0,0"
,,
"823,0,0",,"823,0,0"
,,
"823,0,0",,"823,0,0"
,,
"823,0,0",,"823,0,0"
,,
"823,0,0",,"823,0,0"
,,
"824,0,0",,"824,0,0"
,,
"824,0,0",,"824,0,0"
,,
"824,0,0",,"824,0,0"
,,
"824,0,0",,"824,0,0"
,,
"824,0,0",,"824,0,0"
,,
"824,0,0",,"824,0,0"
,,
"824,0,0",,"824,0,0"
,,
"824,0,0",,"824,0,0"
,,
"824,0,0",,"824,0,0"
,,
"825,0,0",,"825,0,0"
,,
"825,0,0",,"825,0,0"
,,
"825,0,0",,"825,0,0"
,,
"825,0,0",,"825,0,0"
,,
"825,0,0",,"825,0,0"
,,
"825,0,0",,"825,0,0"
,,
"825,0,0",,"825,0,0"
,,
"825,0,0",,"825,0,0"
,,
"825,0,0",,"825,0,0"
,,
"826,0,0",,"826,0,0"
,,
"826,0,0",,"826,0,0"
,,
"826,0,0",,"826,0,0"
,,
"826,0,0",,"826,0,0"
,,
"826,0,0",,"826,0,0"
,,
"826,0,0",,"826,0,0"
,,
"826,0,0",,"826,0,0"
,,
"826,0,0",,"826,0,0"
,,
"826,0,0",,"826,0,0"
,,
"827,0,0",,"827,0,0"
,,
"827,0,0",,"827,0,0"
,,
"827,0,0",,"827,0,0"
,,
"827,0,0",,"827,0,0"
,,
"827,0,0",,"827,0,0"
,,
"827,0,0",,"827,0,0"
,,
"827,0,0",,"827,0,0"
,,
"827,0,0",,"827,0,0"
,,
"827,0,0",,"827,0,0"
,,
"828,2,5",,"828,-2,0"
,,
"828,0,0",,"828,0,0"
,,
"828,0,0",,"828,0,0"
,,
"828,0,0",,"828,0,0"
,,
"828,0,0",,"828,0,0"
,,
"828,0,0",,"828,0,0"
,,
"828,0,0",,"828,0,0"
,,
"828,0,0",,"828,0,0"
,,
"828,0,0",,"828,0,0"
,,
"829,1,6",,"829,-1,0"
,,
"829,0,0",,"829,0,0"
,,
"829,0,0",,"829,0,0"
,,
"829,0,0",,"829,0,0"
,,
"829,0,0",,"829,0,0"
,,
"829,0,0",,"829,0,0"
,,
"829,0,0",,"829,0,0"
,,
"829,0,0",,"829,0,0"
,,
"829,0,0",,"829,0,0"
,,
"830,0,0",,"830,0,0"
,,
"830,0,0",,"830,0,0"
,,
"830,0,0",,"830,0,0"
,,
"830,0,0",,"830,0,0"
,,
"830,0,0",,"830,0,0"
,,
"830,0,0",,"830,0,0"
,,
"830,0,0",,"830,0,0"
,,
"830,0,0",,"830,0,0"
,,
"830,0,0",,"830,0,0"
,,
"831,0,0",,"831,0,0"
,,
"831,0,0",,"831,0,0"
,,
"831,0,0",,"831,0,0"
,,
"831,0,0",,"831,0,0"
,,
"831,0,0",,"831,0,0"
,,
"831,0,0",,"831,0,0"
,,
"831,0,0",,"831,0,0"
,,
"831,0,0",,"831,0,0"
,,
"831,0,0",,"831,0,0"
,,
"832,0,0",,"832,0,0"
,,
"832,0,0",,"832,0,0"
,,
"832,0,0",,"832,0,0"
,,
"832,0,0",,"832,0,0"
,,
"832,0,0",,"832,0,0"
,,
"832,0,0",,"832,0,0"
,,
"832,0,0",,"832,0,0"
,,
"832,0,0",,"832,0,0"
,,
"832,0,0",,"832,0,0"
,,
"833,0,0",,"833,0,0"
,,
"833,0,0",,"833,0,0"
,,
"833,0,0",,"833,0,0"
,,
"833,0,0",,"833,0,0"
,,
"833,0,0",,"833,0,0"
,,
"833,0,0",,"833,0,0"
,,
"833,0,0",,"833,0,0"
,,
"833,0,0",,"833,0,0"
,,
"833,0,0",,"833,0,0"
,,
"834,0,0",,"834,0,0"
,,
"834,0,0",,"834,0,0"
,,
"834,0,0",,"834,0,0"
,,
